FQDN,class_0_1,max_label_legnth,avg_label_legnth,labels_num,digits_num,total_characters,upperclass_letters_num,entropy
mail.djmelectronics.com,0,14,5.25,4,0,24,21,3.5585186130489057
mail.diendannongsan.com,0,14,5.25,4,0,24,21,3.232101804845414
www.diageo.com,0,6,3.0,4,0,15,12,3.0220552088742005
ghs-svc-https-c758.ghs-ssl.googlehosted.com,0,18,8.0,5,3,44,33,3.5821122386998074
www.earsopen.org,0,8,3.5,4,0,17,14,3.039148671903071
www.field-rabbit.net,0,12,4.5,4,0,21,17,3.337175341123077
mail.april85.com,0,7,3.5,4,2,17,12,3.2359263506290334
catalaiesjulioantonio.googlepages.com,0,21,8.75,4,0,38,35,3.5824554315901773
mail.cohousedems.com,0,11,4.5,4,0,21,18,3.3082708345352603
sites.wairakeichch.school.nz,0,12,5.0,5,0,29,25,3.643074189428569
www.nerme058.org,0,8,3.5,4,3,17,11,3.182005814760214
cdn.autoline.by,0,8,3.25,4,0,16,13,3.546593564294939
calendar.bladesong.co.uk,0,9,4.2,5,0,25,21,3.5944656369614525
webinar.leadpages.net,0,9,4.75,4,0,22,19,3.471354487013931
mail.dikoume.com,0,7,3.5,4,0,17,14,3.182005814760214
69-7-1-238.rev.cape.com,0,10,4.0,5,7,24,10,3.8521687236032816
www.bathroomswny.com,0,12,4.5,4,0,21,18,3.3502090290998976
ghs-vip-any-c431.ghs-ssl.googlehosted.com,0,16,7.6,5,3,42,31,3.9590943713503313
www.ecosailingcharters.com.ghs.googlehosted.com,0,18,6.0,7,0,48,42,3.748994803525097
www.josemvidal.org,0,10,4.0,4,0,19,16,3.577819531114783
mail.chokshi.com,0,7,3.5,4,0,17,14,3.09306920777189
robohiggins.googlepages.com,0,11,6.25,4,0,28,25,3.4750849518197793
cdn.wbal.com,0,4,2.5,4,0,13,10,3.121928094887362
mail.dideas.net,0,6,3.25,4,0,16,13,3.0850551027564768
www.londonnoir.com,0,10,4.0,4,0,19,16,2.9056390622295662
www.jrnlclb.com,0,7,3.25,4,0,16,13,3.0269868333592873
xen512-7.stilingue.com.br,0,9,4.4,5,4,26,17,4.106603137064473
www.arc2box.com,0,7,3.25,4,1,16,12,3.0269868333592873
www.tunstallorg.com,0,11,4.25,4,0,20,17,3.4548223999466066
www.caioceccon.com,0,10,4.0,4,0,19,16,2.6800365325772657
cdn.sparkfun.com,0,8,3.5,4,0,17,14,3.52164063634332
deximedia.com,0,9,4.0,3,0,14,12,2.918295834054489
cdn.arduined.eu,0,8,3.25,4,0,16,13,2.8731406795131336
www.elmigrante.com.ec,0,10,3.6,5,0,22,18,3.4193819456463714
disasterresponseteam.agilecrm.com,0,20,7.75,4,0,34,31,3.6034123432601906
mail.strand-studio.com,0,13,5.0,4,0,23,19,3.5110854081804286
nhsten.googlepages.com,0,11,5.0,4,0,23,20,3.4086949695628417
69-7-8-96.rev.cape.com,0,9,3.8,5,6,23,10,3.5
cdn.vebbler.com,0,7,3.25,4,0,16,13,3.238901256602631
www.sonicdrivein.com,0,12,4.5,4,0,21,18,3.3082708345352603
gov.greenvillegazette.com,0,17,5.75,4,0,26,23,3.464234652726567
blog.hagai.com.ghs.googlehosted.com,0,12,4.285714285714286,7,0,36,30,3.444413829577611
www.lesbianseeking.com,0,14,5.0,4,0,23,20,3.5464393446710156
shop.brugenhagen.com,0,11,4.5,4,0,21,18,3.614369445886757
www.campavondale.org,0,12,4.5,4,0,21,18,3.5304930567574826
mail.agenciaconverge.com.br,0,15,4.8,5,0,28,24,3.4906015629507228
www.dizayner.net,0,8,3.5,4,0,17,14,3.182005814760214
mail.fulltiltahead.com,0,13,5.0,4,0,23,20,3.3841837197791884
mail.marinheal.org,0,9,4.0,4,0,19,16,3.202819531114783
mail.elmopres.org,0,8,3.75,4,0,18,15,3.240223928941852
www.daddyquackers.com,0,13,4.75,4,0,22,19,3.536886723742169
mail.connexionpoint.com,0,14,5.25,4,0,24,21,3.2135132560090707
complex.com,0,7,3.3333333333333335,3,0,12,10,2.721928094887362
www.iunfollowyou.com,0,12,4.5,4,0,21,18,3.0588138903312014
www.cableaidadditive.com.ghs.googlehosted.com,0,16,5.714285714285714,7,0,46,40,3.7873261452560083
www.rndband.com-a.googlepages.com,0,11,4.833333333333333,6,0,34,28,3.655045546825804
realclearreligion.org,0,17,6.666666666666667,3,0,22,20,3.0464393446710156
lmelahn.googlepages.com,0,11,5.25,4,0,24,21,3.2961483747476232
mail.astea.net,0,5,3.0,4,0,15,12,2.8553885422075336
livepromotools.com,0,14,5.666666666666667,3,0,19,17,3.1692486956952335
wleaf.agilecrm.com,0,8,4.0,4,0,19,16,3.375
igorcarron.googlepages.com,0,11,6.0,4,0,27,24,3.319773835029478
www.hydrationnation.co.uk,0,15,4.4,5,0,26,22,3.538310595615006
www.biz20.biz,0,5,2.75,4,2,14,9,2.481714572986073
69-7-10-11.rev.cape.com,0,10,4.0,5,7,24,10,3.572469458770136
www.appraisalresources.biz.ghs.googlehosted.com,0,18,6.0,7,0,48,42,3.9580595428376295
www.healthmed.biz,0,9,3.75,4,0,18,15,3.3232314287976203
newedgemarketing.leadpages.net,0,16,7.0,4,0,31,28,3.4532068163114027
www.sptremblay.com,0,10,4.0,4,0,19,16,3.577819531114783
correo.fuac.edu.co,0,6,3.0,5,0,19,15,2.8729055953200566
mail.empatico.org,0,8,3.75,4,0,18,15,3.3735572622751855
www.rupertbot.com,0,9,3.75,4,0,18,15,3.1898980954642875
ztat.net,0,4,2.3333333333333335,3,0,9,7,2.128085278891395
hes.ncsuvt.org,0,6,3.0,4,0,15,12,3.4182958340544896
mail.mondointernazionale.com,0,19,6.5,4,0,29,26,3.3825680832760767
www.turboxer.com,0,8,3.5,4,0,17,14,3.182005814760214
mail.firepipe.net,0,8,3.75,4,0,18,15,3.139572261986723
mail.levooil.com,0,7,3.5,4,0,17,14,2.8423709931771093
www.eyelineher.org,0,10,4.0,4,0,19,16,3.077819531114783
dgyhxlxpji.cc,0,10,4.0,3,0,14,12,3.2516291673878226
2tty.mozello.lv,0,7,3.25,4,1,16,12,3.0269868333592873
iff.prod-use1.investis.com,0,9,4.6,5,1,27,21,3.7544418457133446
usyncapp.com,0,8,3.6666666666666665,3,0,13,11,3.0957952550009344
mail.rangersperu.com,0,11,4.5,4,0,21,18,3.57243125132212
www.airtypestudio.com,0,13,4.75,4,0,22,19,3.6818808028034042
mail.muis.jp,0,4,2.5,4,0,13,10,2.9219280948873623
www.yourdynamicteam.com,0,15,5.25,4,0,24,21,3.558518613048906
gold.juniperbeach.net,0,12,4.75,4,0,22,19,3.892407118592878
www.everyoneday.com,0,11,4.25,4,0,20,17,3.292770193936991
69-7-0-213.rev.cape.com,0,10,4.0,5,7,24,10,3.8521687236032816
alexsoft-46.cape.com,0,11,4.5,4,2,21,15,3.6168746059562227
mail.light-speed.com,0,11,4.5,4,0,21,17,3.6168746059562227
www.incrementaldifference.com,0,21,6.75,4,0,30,27,3.5002836880550534
ehc.eanesisd.net,0,8,3.5,4,0,17,14,2.950212064914747
yash.jhala2007.googlepages.com,0,11,5.4,5,4,31,23,3.736006946447657
ns.cape.com,0,4,2.25,4,0,12,9,2.94770277922009
cdn.wizzair.com,0,7,3.25,4,0,16,13,3.238901256602631
mail.porterhome.com,0,10,4.25,4,0,20,17,3.292770193936991
hazetechnologies.agilecrm.com,0,16,6.75,4,0,30,27,3.661932872373583
mail.cloudsters.net,0,10,4.25,4,0,20,17,3.6168746059562227
clamav.net,0,6,3.0,3,0,11,9,2.94770277922009
mail.jcespinoza.com,0,10,4.25,4,0,20,17,3.4992275471326932
www.bake450.com,0,7,3.25,4,3,16,10,3.334679141051595
cdn.captora.com,0,7,3.25,4,0,16,13,3.0269868333592873
cdn.loucospordesconto.com.br,0,17,5.0,5,0,29,25,3.383465189601647
www.kenbaum.com,0,7,3.25,4,0,16,13,3.1808329872054406
cdn.socketloop.com,0,10,4.0,4,0,19,16,3.202819531114783
ursula.goss.googlepages.com,0,11,4.8,5,0,28,24,3.251629167387823
mail.bigetree.com,0,8,3.75,4,0,18,15,3.3232314287976203
webmail.embaixadoresdorei.org,0,17,6.75,4,0,30,27,3.5319412055466586
server.pathable.com,0,8,4.25,4,0,20,17,3.5724694587701364
mail.workstyle.pl,0,9,3.75,4,0,18,15,3.5898980954642865
bright.net,0,6,3.0,3,0,11,9,2.9477027792200903
api.dartlang.org,0,8,3.5,4,0,17,14,3.182005814760214
mail.bilfencukurova.k12.tr,0,14,4.6,5,2,27,21,4.001822825622231
shop.onlinedollarmachine.com,0,19,6.5,4,0,29,26,3.565448371820825
www.hoffman8.com-a.googlepages.com,0,11,5.0,6,1,35,28,3.5949054612278935
www.bucolicbushwick.com.ghs.googlehosted.com,0,15,5.571428571428571,7,0,45,39,3.7114515012916294
www.galacticaradio.com,0,14,5.0,4,0,23,20,3.246439344671015
w.psimonkey.org.uk,0,9,3.0,5,0,19,15,3.640223928941851
mail.wcabd.org,0,5,3.0,4,0,15,12,3.418295834054489
www.gurgelchem.com.br,0,10,3.6,5,0,22,18,3.3502090290998976
brad.nickson.googlepages.com,0,11,5.0,5,0,29,25,3.733660689688185
mail.valerion.nom.za,0,8,3.4,5,0,21,17,3.219528282299548
webmail.unipv.it,0,7,3.5,4,0,17,14,3.4677201004745006
mail.sealtech.be,0,8,3.5,4,0,17,14,3.182005814760214
blog.netxme.com,0,6,3.25,4,0,16,13,3.238901256602631
www.colintobias.com,0,11,4.25,4,0,20,17,3.2927701939369904
ambient-platform.com,0,16,6.333333333333333,3,0,21,18,3.5724312513221195
www.breathingleadership.com,0,19,6.25,4,0,28,25,3.943465189601646
www.askthescientists.info,0,16,5.75,4,0,26,23,3.3816201079487347
chatcom2.googlepages.com,0,11,5.5,4,1,25,21,3.3908054820769813
docs.randwick.school.nz,0,8,4.0,5,0,24,20,3.546439344671015
mail.okamhealthcare.com,0,14,5.25,4,0,24,21,3.3087513512471665
riss.hahn.googlepages.com,0,11,4.4,5,0,26,22,3.538310595615006
www.kunal.samsung.googlepages.com,0,11,4.833333333333333,6,0,34,29,3.5814447879326106
xdealvn.com,0,7,3.3333333333333335,3,0,12,10,3.321928094887362
ghs-vip-any-c631.ghs-ssl.googlehosted.com,0,16,7.6,5,3,42,31,3.9590943713503313
www2.fuze.me,0,4,2.5,4,1,13,9,2.6464393446710153
www.romancemodeling.com,0,15,5.25,4,0,24,21,3.427333493898265
mail.frpsp.cz,0,5,2.75,4,0,14,11,3.2776134368191165
roxispice.agilecrm.com,0,9,5.0,4,0,23,20,3.446439344671015
mail.modevo.de,0,6,3.0,4,0,15,12,2.9182958340544896
www.jackmartinjr.com.ghs.googlehosted.com,0,12,5.142857142857143,7,0,42,36,3.9302252658009036
paginebianche.it,0,13,5.0,3,0,17,15,3.1898980954642875
www.deforestgridiron.com,0,16,5.5,4,0,25,22,3.5383105956150063
antonio.d.rodriguez.googlepages.com,0,11,5.166666666666667,6,0,36,31,3.7198523585646037
phleking.googlepages.com,0,11,5.5,4,0,25,22,3.4817145729860726
www.rockinlola.com,0,10,4.0,4,0,19,16,3.1556390622295662
mail.gnsd.k12.wa.us,0,4,2.5,6,2,20,13,3.640223928941852
linkury.com,0,7,3.3333333333333335,3,0,12,10,3.321928094887362
test.lesschwab.com,0,9,4.0,4,0,19,16,3.327819531114783
gin-webdb.gamersinfo.net,0,10,5.5,4,0,25,21,3.6537567082870006
mail.virun.co.kr,0,5,2.6,5,0,17,13,3.3927474104487847
www.randychung.org,0,10,4.0,4,0,19,16,3.327819531114783
mail.sebenza.co.za,0,7,3.0,5,0,19,15,3.323231428797621
cdn.udupi-recipes.com,0,13,4.75,4,0,22,18,3.350209029099897
blog.back-pain-cause.com,0,15,5.5,4,0,25,20,3.6464393446710153
ghs-svc-https-c183.ghs-ssl.googlehosted.com,0,18,8.0,5,3,44,33,3.5821122386998074
mail.eftgroup.net,0,8,3.75,4,0,18,15,3.640223928941852
mail.cdt.cl,0,4,2.25,4,0,12,9,2.725480556997868
mail.mundoverde.com.gt,0,10,3.8,5,0,23,19,3.6818808028034042
mail.sabersite.com,0,9,4.0,4,0,19,16,3.375
www.projectmakom.org,0,12,4.5,4,0,21,18,3.4193819456463714
appscdn.overwolf.com,0,8,4.5,4,0,21,18,3.6835423624332306
webmail.ilam.school.nz,0,7,3.8,5,0,23,19,3.5766176449086675
mail.premier-inspector.com,0,17,6.0,4,0,27,23,3.4357554339416274
cdn.sesamestreet.org,0,12,4.5,4,0,21,18,3.2390979179887864
bboy.mr.freeze.googlepages.com,0,11,4.333333333333333,6,0,31,26,3.53257325750262
mail.wellssolar.com,0,10,4.25,4,0,20,17,3.146286370662105
www.mountdoraoutfitters.com,0,19,6.25,4,0,28,25,3.5736606896881855
www.amaze.com,0,5,2.75,4,0,14,11,2.663532754804255
www.slifkafoundation.org,0,16,5.5,4,0,25,22,3.663532754804254
www.asia.tu.ac.th,0,4,2.1666666666666665,6,0,18,13,2.8150724101159437
www.peterguytonphotography.com,0,22,7.0,4,0,31,28,3.6550455468258036
teads.tv,0,5,2.3333333333333335,3,0,9,7,2.5216406363433186
www.vse.cape.com,0,4,2.6,5,0,17,13,3.0269868333592873
johannesskolan.skola.malmo.se,0,14,5.2,5,0,30,26,3.180832987205441
hic.fondodeolla.com,0,11,4.25,4,0,20,17,3.2639334294856344
www.brickpatio.org,0,10,4.0,4,0,19,16,3.327819531114783
mpsdiabeticneuropathy.mpstherapy.com,0,21,8.5,4,0,37,34,3.881005488054638
mail.chasehaddleton.com,0,14,5.25,4,0,24,21,3.4992275417233567
mail.wavecom.hu,0,7,3.25,4,0,16,13,3.3927474104487847
middle-earth.thehobbit.com,0,12,6.0,4,0,27,23,3.4685766296878655
groups.southcity.school.nz,0,9,4.6,5,0,27,23,3.6211755429194716
ventunotech.com,0,11,4.666666666666667,3,0,16,14,3.09306920777189
www.ateeva.com,0,6,3.0,4,0,15,12,2.8553885422075336
drive.stemarieduport.fr,0,14,5.25,4,0,24,21,3.4992275417233567
www.eureomail.com,0,9,3.75,4,0,18,15,3.1898980954642875
www.blinkreports.com,0,12,4.5,4,0,21,18,3.683542362433231
www.5572320.jp,0,7,3.0,4,7,15,5,2.8553885422075336
www.vilagxo.com,0,7,3.25,4,0,16,13,3.1808329872054415
secondavenuesubway.googlepages.com,0,18,8.0,4,0,35,32,3.753928031846024
api.shadowhealth.com,0,12,4.5,4,0,21,18,3.5304930567574826
mail.yugoo.com.ar,0,5,2.8,5,0,18,14,3.182005814760214
htc.com,0,3,2.0,3,0,8,6,2.2516291673878226
mont.iawsnetwork.com,0,11,4.5,4,0,21,18,3.4613201402110083
pellecer.howard.googlepages.com,0,11,5.6,5,0,32,28,3.4816615121017565
www.grateboard.com.ghs.googlehosted.com,0,12,4.857142857142857,7,0,40,34,3.645711370407579
mail.windycityguitars.com,0,16,5.75,4,0,26,23,3.7409532604048397
realclearenergy.org,0,15,6.0,3,0,20,18,2.9477027792200903
medyanetplayer.com,0,14,5.666666666666667,3,0,19,17,3.454822399946607
ghs-svc-https-c717.ghs-ssl.googlehosted.com,0,18,8.0,5,3,44,33,3.526556683144252
healingchannel.net.ghs.googlehosted.com,0,14,5.833333333333333,6,0,40,35,3.518867931899244
cdn.star-registration.com,0,17,5.75,4,0,26,22,3.4817145729860735
blog.universeofsynergy.com.ghs.googlehosted.com,0,17,6.0,7,0,48,42,3.8477753893674067
www.cubpack454.org,0,10,4.0,4,3,19,13,3.452819531114783
usafriedland.googlepages.com,0,12,6.5,4,0,29,26,3.7381493331928657
mail.washtenongcemetery.com,0,18,6.25,4,0,28,25,3.733660689688185
mail.polstarusa.com,0,10,4.25,4,0,20,17,3.3371753411230776
www.businessdevelopmentlawyers.com,0,26,8.0,4,0,35,32,3.8871987351738495
groups.elmgrove.school.nz,0,8,4.4,5,0,26,22,3.641249800455479
sarenza.com,0,7,3.3333333333333335,3,0,12,10,3.121928094887362
www.intellectualpoison.com.ghs.googlehosted.com,0,18,6.0,7,0,48,42,3.7869383283687474
sord.smblogin.com,0,8,3.75,4,0,18,15,3.323231428797621
mail.kisumupoly.ac.ke,0,10,3.6,5,0,22,18,3.5032583347756456
mail.smakiswiata.info,0,11,4.75,4,0,22,19,3.195295934496218
ftp.ultraoutfit.xyz,0,11,4.25,4,0,20,17,3.381580488309164
mariaprieto.googlepages.com,0,11,6.25,4,0,28,25,3.4332696895151082
www.poolmint.com,0,8,3.5,4,0,17,14,2.9852281360342516
mail.piyarudee.com,0,9,4.0,4,0,19,16,3.5
www.carlst.com,0,6,3.0,4,0,15,12,3.0220552088742
mail.flow-medtech.com,0,12,4.75,4,0,22,18,3.4613201402110088
www.perriott.com,0,8,3.5,4,0,17,14,3.039148671903071
www.yambapools.com.au,0,10,3.6,5,0,22,18,3.2663326399706234
cdn.vid.me,0,3,2.0,4,0,11,8,2.75
www.tpgcommunication.com,0,16,5.5,4,0,25,22,3.3221793455166666
www.turning-japanese.info,0,16,5.75,4,0,26,22,3.6069367321753205
metal399.googlepages.com,0,11,5.5,4,3,25,19,3.447401504705915
masseyhome.googlepages.com,0,11,6.0,4,0,27,24,3.2406015629507228
api.8591.com.hk,0,4,2.4,5,4,16,8,3.584962500721156
jsedunov.googlepages.com,0,11,5.5,4,0,25,22,3.572623663895163
cdn.thecuillincollective.com,0,20,6.5,4,0,29,26,3.349692968957871
www.inetwiz.com,0,7,3.25,4,0,16,13,2.931208948910323
mail.gbc.to,0,4,2.25,4,0,12,9,3.169925001442312
mail.laurenk.com,0,7,3.5,4,0,17,14,3.3787834934861767
www.refreshpittsburgh.com,0,17,5.75,4,0,26,23,3.7622673906514947
www.antiphishing.jp,0,12,4.25,4,0,20,17,3.1751231351134614
www.bluehatcommercial.com,0,17,5.75,4,0,26,23,3.555533151426996
www.wuub.net,0,4,2.5,4,0,13,10,2.321928094887362
www.calliduscloud.com.es,0,13,4.2,5,0,25,21,3.33209539866017
winasteak.googlepages.com,0,11,5.75,4,0,26,23,3.6096684774198886
webgains.com,0,8,3.6666666666666665,3,0,13,11,3.459431618637298
cdn.shopit.co.ke,0,6,2.6,5,0,17,13,3.3927474104487847
cdn.vikus.net,0,5,2.75,4,0,14,11,3.2776134368191165
www.propertytaxassist.com,0,17,5.75,4,0,26,23,3.5555331514269954
cloud.videoboost.de,0,10,4.25,4,0,20,17,3.2195282822995477
www.rohanseth.com,0,9,3.75,4,0,18,15,3.3232314287976203
www.moffetthome.net.ghs.googlehosted.com,0,12,5.0,7,0,41,35,3.4681697173044634
www2.securebrain.co.jp,0,11,3.8,5,1,23,18,3.6818808028034042
mail.gopalace.com,0,8,3.75,4,0,18,15,3.0565647621309546
mail.kreischers.com,0,10,4.25,4,0,20,17,3.381580488309164
www.peterspence.com.au,0,11,3.8,5,0,23,19,3.366091329119193
www.discerningthemystery.com,0,20,6.5,4,0,29,26,3.7192945256669794
www.spacevatican.org,0,12,4.5,4,0,21,18,3.5304930567574826
www.publicmx.com,0,8,3.5,4,0,17,14,3.182005814760214
mail.yunfamilyenterprises.com,0,20,6.75,4,0,30,27,3.782122224145306
mail.solanacenter.org,0,12,4.75,4,0,22,19,3.47135448701393
mail.dracojsc.com,0,8,3.75,4,0,18,15,3.1898980954642875
sharonselby.leadpages.net,0,11,5.75,4,0,26,23,3.5883543471732335
mail.vuongthanh.vn,0,10,4.0,4,0,19,16,3.327819531114783
mail.anjumanbhatkal.com,0,14,5.25,4,0,24,21,3.4225779953216042
docs.stuart-family.net,0,13,5.0,4,0,23,19,3.787143960698141
mail.inser-impresores.cl,0,16,5.5,4,0,25,21,3.2961483747476232
www.chinesebangqiu.com.ghs.googlehosted.com,0,14,5.428571428571429,7,0,44,38,3.8629488165201473
th.vonvon.me.cdn.cloudflare.net,0,10,3.7142857142857144,7,0,32,26,3.6423714487439023
www.pep-per.com,0,7,3.25,4,0,16,12,2.625814583693911
www.ludically.com,0,9,3.75,4,0,18,15,3.139572261986723
archive.revolutionsinsound.com,0,18,7.0,4,0,31,28,3.7534343861887853
dsl1-61.cape.com,0,7,3.5,4,3,17,10,3.3927474104487847
cloud.falconstudios.com,0,13,5.25,4,0,24,21,3.4039894464852622
digitalmii.googlepages.com,0,11,6.0,4,0,27,24,3.386842188131012
www.cirruscg.com,0,8,3.5,4,0,17,14,2.9852281360342516
webmail.colegiodesafio.net,0,14,6.0,4,0,27,24,3.6887218755408675
www.artdanz.com.ghs.googlehosted.com,0,12,4.428571428571429,7,0,37,31,3.7567958110719153
exchange.preistalent.de,0,11,5.25,4,0,24,21,3.5537631144722455
aluiparimuzeum.googlepages.com,0,14,7.0,4,0,31,28,3.574164743022575
www.jjmelectrical.com,0,13,4.75,4,0,22,19,3.326360407952695
www.smartcookrecipes.com.ghs.googlehosted.com,0,16,5.714285714285714,7,0,46,40,3.7240244208650206
mail.gri.gg,0,4,2.25,4,0,12,9,2.4193819456463714
www.wildfirearena.com,0,13,4.75,4,0,22,19,3.4058222502856914
www.windeler.net,0,8,3.5,4,0,17,14,2.753434386188785
cdn.vginekolog.ru,0,10,3.75,4,0,18,15,3.506890595608519
www.swissservices.net-a.googlepages.com,0,13,5.833333333333333,6,0,40,34,3.598369003512378
mail.chretins.com,0,8,3.75,4,0,18,15,3.5068905956085183
wwbads.com,0,6,3.0,3,0,11,9,2.9477027792200903
mail.hallpr.com,0,6,3.25,4,0,16,13,3.0269868333592873
owa.stjosephacademy.org,0,15,5.25,4,0,24,21,3.7489948035250964
ictio.agilecrm.com,0,8,4.0,4,0,19,16,3.1556390622295662
echo.msk.ru,0,4,2.25,4,0,12,9,3.169925001442312
1.onlinedollarmachine.com,0,19,5.75,4,1,26,22,3.468576629687865
mail.crosspointnd.com,0,12,4.75,4,0,22,19,3.4713544870139303
www.seaglassreborn.com,0,14,5.0,4,0,23,20,3.446439344671015
learning.lhymss.net,0,8,4.25,4,0,20,17,3.4548223999466066
dev-www-cf.foodandwine.timeinc.net,0,11,6.2,5,0,35,29,3.42660944325423
bongda.com.vn,0,6,2.75,4,0,14,11,3.0957952550009344
dock.ericpearson.com,0,11,4.5,4,0,21,18,3.4193819456463714
www.supfinland.com,0,10,4.0,4,0,19,16,3.577819531114783
ghs-vip-any-c1256.ghs-ssl.googlehosted.com,0,17,7.8,5,4,43,31,4.033153646184958
mail.indooratlas.com,0,11,4.5,4,0,21,18,3.3082708345352603
mail.sabugi.com.br,0,6,3.0,5,0,19,15,3.373557262275185
cdn.optimove.net,0,8,3.5,4,0,17,14,3.2359263506290334
mail.enburg.info,0,6,3.5,4,0,17,14,3.521640636343319
www.doscorgis.com.ghs.googlehosted.com,0,12,4.714285714285714,7,0,39,33,3.4334468630332973
mail.advancedcabling.com,0,15,5.5,4,0,25,22,3.4251185503571397
www.davidverhasselt.com,0,15,5.25,4,0,24,21,3.6897037321995474
www.ericsquires.com-a.googlepages.com,0,11,5.5,6,0,38,32,3.6556390622295662
correo.upedregal.edu.mx,0,9,4.0,5,0,24,20,3.384183719779189
mail.sagarmatha.edu.np,0,10,3.8,5,0,23,19,3.531630646367965
blog.propertymatcher.ca,0,15,5.25,4,0,24,21,3.5944656369614525
www.thedisciplesband.com,0,16,5.5,4,0,25,22,3.7887549139935026
www.codesuck.com.ghs.googlehosted.com,0,12,4.571428571428571,7,0,38,32,3.4834585933443494
www.onelist.life,0,7,3.5,4,0,17,14,3.039148671903071
www.nttnews.net,0,7,3.25,4,0,16,13,2.199687794731328
www.dreamhutinteriors.com,0,17,5.75,4,0,26,23,3.675310868912364
mail.bikeleague.org,0,10,4.25,4,0,20,17,3.3371753411230776
cdn.solax-portal.com,0,12,4.5,4,0,21,17,3.4548223999466066
www.firelizzard.com,0,11,4.25,4,0,20,17,3.4548223999466066
google.tt,0,6,2.6666666666666665,3,0,10,8,2.25
fhki-dev.table.co,0,8,3.75,4,0,18,14,3.6644977792004623
mail.crivellawest.com,0,12,4.75,4,0,22,19,3.471354487013931
www.gordonsk.com,0,8,3.5,4,0,17,14,3.128085278891395
adamsecrets.leadpages.net,0,11,5.75,4,0,26,23,3.2903216092483056
moviepilot.com,0,10,4.333333333333333,3,0,15,13,3.0269868333592873
servedbyopenx.com,0,13,5.333333333333333,3,0,18,16,3.577819531114783
www.crazycancerlife.com,0,15,5.25,4,0,24,21,3.499227541723357
mail.mtsports.com,0,8,3.75,4,0,18,15,3.1898980954642875
mail.enerlinx.com,0,8,3.75,4,0,18,15,3.2402239289418517
www.infoponsel.web.id.ghs.googlehosted.com,0,12,4.5,8,0,43,36,3.7527152789797045
mail.healthybc.ca,0,9,3.75,4,0,18,15,3.189898095464287
www.gmichihara.com,0,10,4.0,4,0,19,16,3.077819531114783
www.adev.us,0,4,2.25,4,0,12,9,2.6416041678685938
www.onthewriteroad.com,0,14,5.0,4,0,23,20,3.384183719779189
mirror.co.uk,0,6,2.5,4,0,13,10,2.6464393446710153
support.fortemtech.com,0,10,5.0,4,0,23,20,3.3464393446710154
zedge.net,0,5,2.6666666666666665,3,0,10,8,2.4056390622295662
mail.reclam.se,0,6,3.0,4,0,15,12,2.918295834054489
69-7-9-97.rev.cape.com,0,9,3.8,5,6,23,10,3.327819531114783
2tty.steelseries.com,0,11,4.5,4,1,21,17,3.1971597234241496
www.raisingageek.com,0,12,4.5,4,0,21,18,3.4613201402110088
adventureimagine.agilecrm.com,0,16,6.75,4,0,30,27,3.633974075997158
gmlstv.googlepages.com,0,11,5.0,4,0,23,20,3.2841837197791888
www.linkhousetrust.com,0,14,5.0,4,0,23,20,3.6841837197791882
juanjose.garciaripoll.com,0,12,5.75,4,0,26,23,3.675310868912364
1.ultramole.xyz,0,9,3.25,4,1,16,12,3.5465935642949384
cdn.spareshub.com,0,9,3.75,4,0,18,15,3.640223928941852
www.scarboroughschools.org,0,18,6.0,4,0,27,24,3.256866543182522
mail.eternallife.com,0,11,4.5,4,0,21,18,3.3082708345352603
dev.myhubintranet.com,0,13,4.75,4,0,22,19,3.8268748818646396
liz.matt.rsvp.googlepages.com,0,11,4.166666666666667,6,0,30,25,3.7034651896016464
www.virenderajmani.com,0,14,5.0,4,0,23,20,3.484183719779189
mypetcert.agilecrm.com,0,9,5.0,4,0,23,20,3.4086949695628412
69-7-7-37.rev.cape.com,0,9,3.8,5,6,23,10,3.452819531114783
exchange.parentingpatch.com,0,14,6.25,4,0,28,25,3.563074189428569
mail.fyzlgroup.com,0,9,4.0,4,0,19,16,3.625
mail.persistenceisfutile.com,0,19,6.5,4,0,29,26,3.59448250651942
www.ridgewoodtowers.net,0,15,5.25,4,0,24,21,3.1009166856947727
wgupyqdndw.ws,0,10,4.0,3,0,14,12,3.0220552088742
ftp.loyalty-consumer-survey-group.com,0,29,8.75,4,0,38,32,3.8667292966721747
mail.lightpress.tv,0,10,4.0,4,0,19,16,3.5
wikipedia.org,0,9,4.0,3,0,14,12,3.188721875540867
www.habitcall.com,0,9,3.75,4,0,18,15,3.189898095464287
www.unclejohnstore.com,0,14,5.0,4,0,23,20,3.5464393446710156
butternutpottery.googlepages.com,0,16,7.5,4,0,33,30,3.6280729963885094
www.c-span.org,0,6,3.0,4,0,15,11,3.027169118440619
cdn.bloggingheads.tv,0,13,4.5,4,0,21,18,3.6835423624332306
kazhifu.com,0,7,3.3333333333333335,3,0,12,10,3.321928094887362
www.t395.com,0,4,2.5,4,3,13,7,2.846439344671015
picsart.com,0,7,3.3333333333333335,3,0,12,10,3.121928094887362
mail.vetal.com,0,5,3.0,4,0,15,12,3.084962500721156
www.evasmusicfactory.com,0,16,5.5,4,0,25,22,3.663532754804254
server1.3docean.net,0,7,4.25,4,2,20,15,3.381580488309164
www.recordare.com,0,9,3.75,4,0,18,15,2.872905595320056
cdn.fnmnl.tv,0,5,2.5,4,0,13,10,2.8464393446710154
